"CIF","CARDNUMBER","TRANSACTIONID"
97,"134-40-3885",809745
98,"438-28-8232",485813
99,"418-87-2656",281733
100,"160-61-7604",815566
1,"348-14-6088",384286
2,"285-83-6186",274150
3,"811-84-3310",283998
4,"773-80-8680",243270
5,"171-24-1530",521417
6,"110-44-7471",412069
7,"425-86-2712",926433
8,"830-04-7362",772420
9,"564-28-0407",617692
10,"077-14-3850",768024
11,"748-68-5701",140883
1,"348-14-6088",922515
2,"285-83-6186",530302
3,"811-84-3310",570109
4,"773-80-8680",601286
5,"171-24-1530",177408
6,"110-44-7471",960387
7,"425-86-2712",891825
8,"830-04-7362",690249
9,"564-28-0407",118273
10,"077-14-3850",863130
11,"748-68-5701",625303
12,"031-57-1657",362999
13,"142-35-0766",189576
14,"145-28-6565",564715
15,"112-63-6481",326650
16,"853-42-5384",225977
17,"832-23-2782",483053
18,"702-72-3427",185497
19,"010-51-1700",301228
20,"355-41-2463",637089
21,"725-05-6638",106191
22,"105-78-4218",663527
23,"043-88-2028",957925
24,"865-72-7506",523445
25,"565-50-8781",848889
26,"358-87-6367",906257
27,"778-08-5267",550949
28,"322-56-6040",454894
29,"417-50-2805",897638
30,"478-77-0168",777703
31,"057-47-0307",814265
32,"731-01-3327",694488
33,"084-76-7037",302276
34,"667-88-5438",434446
35,"775-26-1206",976013
36,"723-13-7731",330388
37,"377-16-0536",391361
38,"588-25-0202",122054
39,"573-50-0347",147017
40,"801-64-4471",894492
41,"354-16-2062",764551
42,"837-86-6353",840671
43,"471-02-2438",176435
44,"745-84-5503",995945
45,"542-35-2342",477821
46,"161-78-0226",399118
47,"100-74-7353",818433
48,"821-51-0773",969370
49,"500-88-5554",589142
50,"362-64-7780",850368
51,"671-68-5564",817373
52,"060-11-2111",850338
53,"682-81-7633",594718
54,"710-87-8515",155046
55,"804-18-1012",591852
56,"117-77-0065",138127
57,"624-13-0454",895385
58,"328-13-7268",149464
59,"461-25-2550",404182
60,"347-47-0667",852686
61,"134-35-4852",886706
62,"105-66-5586",231293
63,"345-71-0885",483368
64,"636-02-3822",921244
65,"583-85-7164",510842
66,"803-22-4017",889759
67,"824-65-1518",452128
68,"348-74-5400",131979
69,"075-68-1033",182298
70,"428-12-4181",448990
71,"606-32-8656",142218
72,"810-82-6185",819695
73,"773-36-5267",505068
74,"011-20-5434",171073
75,"181-68-1544",504812
76,"816-73-7264",686987
77,"637-18-8217",204333
78,"427-26-4174",838530
79,"232-33-8711",135422
80,"323-08-2058",917407
81,"001-78-5567",413734
82,"478-83-4181",467907
83,"536-34-7814",698581
84,"478-07-6871",869132
85,"031-21-8088",669079
86,"842-34-2305",355421
87,"652-07-4277",943269
88,"458-65-8450",738303
89,"760-55-5756",518120
90,"664-42-2061",468412
91,"872-51-8188",907339
92,"623-81-7544",470347
93,"170-78-2658",815374
94,"481-16-5303",815792
95,"682-58-1827",668208
96,"504-33-0552",725578
97,"134-40-3885",775166
98,"438-28-8232",113327
99,"418-87-2656",658613
100,"160-61-7604",476209
1,"348-14-6088",761450
2,"285-83-6186",763673
3,"811-84-3310",569949
4,"773-80-8680",312335
5,"171-24-1530",245395
6,"110-44-7471",325341
7,"425-86-2712",913607
8,"830-04-7362",157543
9,"564-28-0407",262581
10,"077-14-3850",568337
11,"748-68-5701",994827
1,"348-14-6088",103963
2,"285-83-6186",213832
3,"811-84-3310",771661
4,"773-80-8680",572277
5,"171-24-1530",150204
6,"110-44-7471",255725
7,"425-86-2712",712507
8,"830-04-7362",301346
9,"564-28-0407",737255
10,"077-14-3850",577138
11,"748-68-5701",786251
12,"031-57-1657",203463
13,"142-35-0766",665660
14,"145-28-6565",970915
15,"112-63-6481",639629
16,"853-42-5384",280014
17,"832-23-2782",644700
18,"702-72-3427",159759
19,"010-51-1700",539516
20,"355-41-2463",684754
21,"725-05-6638",526624
22,"105-78-4218",635453
23,"043-88-2028",952323
24,"865-72-7506",996623
25,"565-50-8781",658247
26,"358-87-6367",689256
27,"778-08-5267",128436
28,"322-56-6040",791576
29,"417-50-2805",247233
30,"478-77-0168",853387
31,"057-47-0307",998366
32,"731-01-3327",916331
33,"084-76-7037",647502
34,"667-88-5438",283459
35,"775-26-1206",314982
36,"723-13-7731",118627
37,"377-16-0536",338186
38,"588-25-0202",735596
39,"573-50-0347",687184
40,"801-64-4471",470055
41,"354-16-2062",433061
42,"837-86-6353",967080
43,"471-02-2438",360602
44,"745-84-5503",308173
45,"542-35-2342",518361
46,"161-78-0226",681487
47,"100-74-7353",209365
48,"821-51-0773",954209
49,"500-88-5554",685230
50,"362-64-7780",131548
51,"671-68-5564",330176
52,"060-11-2111",123981
53,"682-81-7633",163962
54,"710-87-8515",129587
55,"804-18-1012",742419
56,"117-77-0065",629036
57,"624-13-0454",853990
58,"328-13-7268",334895
59,"461-25-2550",118979
60,"347-47-0667",502247
61,"134-35-4852",389285
62,"105-66-5586",844402
63,"345-71-0885",910088
64,"636-02-3822",489581
65,"583-85-7164",720073
66,"803-22-4017",551987
67,"824-65-1518",238998
68,"348-74-5400",698895
69,"075-68-1033",204693
70,"428-12-4181",313893
71,"606-32-8656",530100
72,"810-82-6185",934847
73,"773-36-5267",411785
74,"011-20-5434",927734
75,"181-68-1544",620446
76,"816-73-7264",844846
77,"637-18-8217",668575
78,"427-26-4174",900435
79,"232-33-8711",384657
80,"323-08-2058",589732
81,"001-78-5567",957712
82,"478-83-4181",438439
83,"536-34-7814",980680
84,"478-07-6871",528408
85,"031-21-8088",479238
86,"842-34-2305",343842
87,"652-07-4277",751909
88,"458-65-8450",332614
89,"760-55-5756",174971
90,"664-42-2061",863679
91,"872-51-8188",365743
92,"623-81-7544",511330
93,"170-78-2658",164049
94,"481-16-5303",517883
95,"682-58-1827",688204
96,"504-33-0552",265909
97,"134-40-3885",959701
98,"438-28-8232",714159
99,"418-87-2656",889843
100,"160-61-7604",674748
1,"348-14-6088",446972
2,"285-83-6186",287010
3,"811-84-3310",397088
4,"773-80-8680",560947
5,"171-24-1530",483503
6,"110-44-7471",751113
7,"425-86-2712",132258
8,"830-04-7362",598261
9,"564-28-0407",367338
10,"077-14-3850",728494
11,"748-68-5701",867407
1,"348-14-6088",368617
2,"285-83-6186",811857
3,"811-84-3310",701988
4,"773-80-8680",572823
5,"171-24-1530",773344
6,"110-44-7471",854406
7,"425-86-2712",833181
8,"830-04-7362",458680
9,"564-28-0407",565729
10,"077-14-3850",832567
11,"748-68-5701",839599
12,"031-57-1657",985931
13,"142-35-0766",680513
14,"145-28-6565",466617
15,"112-63-6481",386373
16,"853-42-5384",498827
17,"832-23-2782",276289
18,"702-72-3427",890799
19,"010-51-1700",238546
20,"355-41-2463",418590
21,"725-05-6638",827028
22,"105-78-4218",910764
23,"043-88-2028",892726
24,"865-72-7506",935837
25,"565-50-8781",778449
26,"358-87-6367",574988
27,"778-08-5267",585569
28,"322-56-6040",601199
29,"417-50-2805",304197
30,"478-77-0168",644549
31,"057-47-0307",215305
32,"731-01-3327",528747
33,"084-76-7037",726709
34,"667-88-5438",487745
35,"775-26-1206",697427
36,"723-13-7731",175288
37,"377-16-0536",643742
38,"588-25-0202",219972
39,"573-50-0347",373293
40,"801-64-4471",876727
41,"354-16-2062",792273
42,"837-86-6353",422149
43,"471-02-2438",840228
44,"745-84-5503",655773
45,"542-35-2342",992007
46,"161-78-0226",905930
47,"100-74-7353",947528
48,"821-51-0773",207048
49,"500-88-5554",779058
50,"362-64-7780",299174
51,"671-68-5564",402630
52,"060-11-2111",871040
53,"682-81-7633",897333
54,"710-87-8515",924394
55,"804-18-1012",822849
56,"117-77-0065",222808
57,"624-13-0454",450542
58,"328-13-7268",215514
59,"461-25-2550",274641
60,"347-47-0667",966644
61,"134-35-4852",561950
62,"105-66-5586",686741
63,"345-71-0885",836240
64,"636-02-3822",709907
65,"583-85-7164",836918
66,"803-22-4017",616303
67,"824-65-1518",631623
68,"348-74-5400",126898
69,"075-68-1033",757503
70,"428-12-4181",520327
71,"606-32-8656",293539
72,"810-82-6185",448643
73,"773-36-5267",548426
74,"011-20-5434",426866
75,"181-68-1544",903183
76,"816-73-7264",694886
77,"637-18-8217",811821
78,"427-26-4174",638076
79,"232-33-8711",921526
80,"323-08-2058",601942
81,"001-78-5567",278883
82,"478-83-4181",697079
83,"536-34-7814",962980
84,"478-07-6871",272828
85,"031-21-8088",958997
86,"842-34-2305",430751
87,"652-07-4277",340309
88,"458-65-8450",348549
89,"760-55-5756",947534
90,"664-42-2061",193602
91,"872-51-8188",490368
92,"623-81-7544",104575
93,"170-78-2658",986009
94,"481-16-5303",125340
95,"682-58-1827",852119
96,"504-33-0552",867964
97,"134-40-3885",796483
98,"438-28-8232",627708
99,"418-87-2656",883255
100,"160-61-7604",333756
1,"348-14-6088",898726
2,"285-83-6186",451669
3,"811-84-3310",966082
4,"773-80-8680",475036
5,"171-24-1530",444142
6,"110-44-7471",637762
7,"425-86-2712",814300
8,"830-04-7362",432659
9,"564-28-0407",131151
10,"077-14-3850",923554
11,"748-68-5701",309726
1,"348-14-6088",373459
2,"285-83-6186",387444
3,"811-84-3310",179163
4,"773-80-8680",649540
5,"171-24-1530",219415
6,"110-44-7471",315820
7,"425-86-2712",295347
8,"830-04-7362",353653
9,"564-28-0407",321706
10,"077-14-3850",712828
11,"748-68-5701",250023
12,"031-57-1657",972443
13,"142-35-0766",334797
14,"145-28-6565",807284
15,"112-63-6481",691512
16,"853-42-5384",625612
17,"832-23-2782",735344
18,"702-72-3427",657713
19,"010-51-1700",516895
20,"355-41-2463",640294
21,"725-05-6638",433073
22,"105-78-4218",453616
23,"043-88-2028",898771
24,"865-72-7506",606059
25,"565-50-8781",250590
26,"358-87-6367",383602
27,"778-08-5267",360422
28,"322-56-6040",383436
29,"417-50-2805",673611
30,"478-77-0168",920529
31,"057-47-0307",342446
32,"731-01-3327",205008
33,"084-76-7037",740135
34,"667-88-5438",797536
35,"775-26-1206",534573
36,"723-13-7731",922018
37,"377-16-0536",841003
38,"588-25-0202",904013
39,"573-50-0347",870061
40,"801-64-4471",152678
41,"354-16-2062",611378
42,"837-86-6353",183435
43,"471-02-2438",473670
44,"745-84-5503",374631
45,"542-35-2342",586040
46,"161-78-0226",633454
47,"100-74-7353",361154
48,"821-51-0773",349924
49,"500-88-5554",768725
50,"362-64-7780",105727
51,"671-68-5564",857295
52,"060-11-2111",679624
53,"682-81-7633",934663
54,"710-87-8515",987006
55,"804-18-1012",400114
56,"117-77-0065",945001
57,"624-13-0454",375149
58,"328-13-7268",367114
59,"461-25-2550",346799
60,"347-47-0667",513927
61,"134-35-4852",485820
62,"105-66-5586",154060
63,"345-71-0885",936738
64,"636-02-3822",700062
65,"583-85-7164",756057
66,"803-22-4017",675853
67,"824-65-1518",559396
68,"348-74-5400",381071
69,"075-68-1033",916103
70,"428-12-4181",992974
71,"606-32-8656",934578
72,"810-82-6185",302422
73,"773-36-5267",525593
74,"011-20-5434",652861
75,"181-68-1544",301084
76,"816-73-7264",538418
77,"637-18-8217",636857
78,"427-26-4174",591071
79,"232-33-8711",563922
80,"323-08-2058",631410
81,"001-78-5567",770669
82,"478-83-4181",436696
83,"536-34-7814",668625
84,"478-07-6871",720718
85,"031-21-8088",100527
86,"842-34-2305",401825
87,"652-07-4277",380442
88,"458-65-8450",342753
89,"760-55-5756",229974
90,"664-42-2061",294056
91,"872-51-8188",202746
92,"623-81-7544",730614
93,"170-78-2658",370851
94,"481-16-5303",608525
95,"682-58-1827",414073
96,"504-33-0552",913950
97,"134-40-3885",846707
98,"438-28-8232",747149
99,"418-87-2656",192303
100,"160-61-7604",643416
1,"348-14-6088",793237
2,"285-83-6186",270699
3,"811-84-3310",501628
4,"773-80-8680",462386
5,"171-24-1530",314421
6,"110-44-7471",607575
7,"425-86-2712",683670
8,"830-04-7362",100019
9,"564-28-0407",654459
10,"077-14-3850",709208
11,"748-68-5701",136267
1,"348-14-6088",531448
2,"285-83-6186",126560
3,"811-84-3310",375635
4,"773-80-8680",262886
5,"171-24-1530",965171
6,"110-44-7471",215610
7,"425-86-2712",160925
8,"830-04-7362",751104
9,"564-28-0407",794205
10,"077-14-3850",905155
11,"748-68-5701",101595
12,"031-57-1657",681463
13,"142-35-0766",726934
14,"145-28-6565",751600
15,"112-63-6481",962930
16,"853-42-5384",957375
17,"832-23-2782",104187
18,"702-72-3427",874744
19,"010-51-1700",966656
20,"355-41-2463",678166
21,"725-05-6638",888253
22,"105-78-4218",853731
23,"043-88-2028",637125
24,"865-72-7506",348679
25,"565-50-8781",134267
26,"358-87-6367",214595
27,"778-08-5267",378206
28,"322-56-6040",870594
29,"417-50-2805",821507
30,"478-77-0168",695887
31,"057-47-0307",187526
32,"731-01-3327",973662
33,"084-76-7037",481387
34,"667-88-5438",934250
35,"775-26-1206",579865
36,"723-13-7731",796592
37,"377-16-0536",193014
38,"588-25-0202",716874
39,"573-50-0347",261798
40,"801-64-4471",885182
41,"354-16-2062",496845
42,"837-86-6353",977903
43,"471-02-2438",452863
44,"745-84-5503",502724
45,"542-35-2342",824204
46,"161-78-0226",487800
47,"100-74-7353",873945
48,"821-51-0773",240776
49,"500-88-5554",739417
50,"362-64-7780",842821
51,"671-68-5564",490369
52,"060-11-2111",950636
53,"682-81-7633",386119
54,"710-87-8515",980774
55,"804-18-1012",183336
56,"117-77-0065",722510
57,"624-13-0454",388834
58,"328-13-7268",350402
59,"461-25-2550",908059
60,"347-47-0667",453017
61,"134-35-4852",190392
62,"105-66-5586",464749
63,"345-71-0885",751389
64,"636-02-3822",540516
65,"583-85-7164",553828
66,"803-22-4017",892316
67,"824-65-1518",376634
68,"348-74-5400",868930
69,"075-68-1033",235212
70,"428-12-4181",399972
71,"606-32-8656",725874
72,"810-82-6185",233315
73,"773-36-5267",355209
74,"011-20-5434",217645
75,"181-68-1544",644542
76,"816-73-7264",402357
77,"637-18-8217",366175
78,"427-26-4174",345878
79,"232-33-8711",851986
80,"323-08-2058",987470
81,"001-78-5567",109271
82,"478-83-4181",912064
83,"536-34-7814",512997
84,"478-07-6871",680917
85,"031-21-8088",635903
86,"842-34-2305",146222
87,"652-07-4277",634456
88,"458-65-8450",562416
89,"760-55-5756",706080
90,"664-42-2061",233372
91,"872-51-8188",453322
92,"623-81-7544",918163
93,"170-78-2658",226269
94,"481-16-5303",910505
95,"682-58-1827",926480
96,"504-33-0552",257385
97,"134-40-3885",598968
98,"438-28-8232",683579
99,"418-87-2656",944377
100,"160-61-7604",278412
1,"348-14-6088",183546
2,"285-83-6186",876826
3,"811-84-3310",329985
4,"773-80-8680",104075
5,"171-24-1530",555025
6,"110-44-7471",677880
7,"425-86-2712",733157
8,"830-04-7362",126411
9,"564-28-0407",944323
10,"077-14-3850",541766
11,"748-68-5701",643675
1,"348-14-6088",591138
2,"285-83-6186",844334
3,"811-84-3310",682144
4,"773-80-8680",104764
5,"171-24-1530",977978
6,"110-44-7471",906461
7,"425-86-2712",265050
8,"830-04-7362",504485
9,"564-28-0407",901467
10,"077-14-3850",381778
11,"748-68-5701",359584
12,"031-57-1657",167692
13,"142-35-0766",432509
14,"145-28-6565",116899
15,"112-63-6481",682152
16,"853-42-5384",962961
17,"832-23-2782",313399
18,"702-72-3427",566173
19,"010-51-1700",557631
20,"355-41-2463",472655
21,"725-05-6638",831860
22,"105-78-4218",821278
23,"043-88-2028",136902
24,"865-72-7506",275935
25,"565-50-8781",308609
26,"358-87-6367",548323
27,"778-08-5267",896154
28,"322-56-6040",237595
29,"417-50-2805",143116
30,"478-77-0168",965785
31,"057-47-0307",900354
32,"731-01-3327",942000
33,"084-76-7037",836470
34,"667-88-5438",277166
35,"775-26-1206",705354
36,"723-13-7731",524704
37,"377-16-0536",162514
38,"588-25-0202",422358
39,"573-50-0347",705079
40,"801-64-4471",116276
41,"354-16-2062",339377
42,"837-86-6353",403363
43,"471-02-2438",215828
44,"745-84-5503",911198
45,"542-35-2342",970383
46,"161-78-0226",381512
47,"100-74-7353",718191
48,"821-51-0773",950544
49,"500-88-5554",878958
50,"362-64-7780",795899
51,"671-68-5564",417692
52,"060-11-2111",192754
53,"682-81-7633",886387
54,"710-87-8515",905628
55,"804-18-1012",612186
56,"117-77-0065",782212
57,"624-13-0454",164379
58,"328-13-7268",555845
59,"461-25-2550",575629
60,"347-47-0667",352643
61,"134-35-4852",948814
62,"105-66-5586",124317
63,"345-71-0885",495040
64,"636-02-3822",699770
65,"583-85-7164",550508
66,"803-22-4017",891847
67,"824-65-1518",283866
68,"348-74-5400",334405
69,"075-68-1033",849049
70,"428-12-4181",821649
71,"606-32-8656",993614
72,"810-82-6185",389350
73,"773-36-5267",738115
74,"011-20-5434",478750
75,"181-68-1544",148592
76,"816-73-7264",936732
77,"637-18-8217",795658
78,"427-26-4174",304270
79,"232-33-8711",498059
80,"323-08-2058",887678
81,"001-78-5567",251299
82,"478-83-4181",414054
83,"536-34-7814",928961
84,"478-07-6871",993652
85,"031-21-8088",400658
86,"842-34-2305",220680
87,"652-07-4277",886551
88,"458-65-8450",537806
89,"760-55-5756",570648
90,"664-42-2061",491864
91,"872-51-8188",803302
92,"623-81-7544",482108
93,"170-78-2658",842050
94,"481-16-5303",554604
95,"682-58-1827",611705
96,"504-33-0552",650714
97,"134-40-3885",835917
98,"438-28-8232",733490
99,"418-87-2656",127531
100,"160-61-7604",186675
1,"348-14-6088",133385
2,"285-83-6186",564162
3,"811-84-3310",358126
4,"773-80-8680",658804
5,"171-24-1530",401627
6,"110-44-7471",142684
7,"425-86-2712",642780
8,"830-04-7362",553080
9,"564-28-0407",465673
10,"077-14-3850",486820
11,"748-68-5701",735239
1,"348-14-6088",376131
2,"285-83-6186",123514
3,"811-84-3310",551337
4,"773-80-8680",189932
5,"171-24-1530",401743
6,"110-44-7471",261560
7,"425-86-2712",201423
8,"830-04-7362",811154
9,"564-28-0407",162377
10,"077-14-3850",692578
11,"748-68-5701",398875
12,"031-57-1657",809297
13,"142-35-0766",502961
14,"145-28-6565",789122
15,"112-63-6481",883928
16,"853-42-5384",333203
17,"832-23-2782",148507
18,"702-72-3427",780611
19,"010-51-1700",284018
20,"355-41-2463",431424
21,"725-05-6638",245507
22,"105-78-4218",163289
23,"043-88-2028",122958
24,"865-72-7506",171570
25,"565-50-8781",862336
26,"358-87-6367",691290
27,"778-08-5267",975411
28,"322-56-6040",506101
29,"417-50-2805",264151
30,"478-77-0168",925409
31,"057-47-0307",253619
32,"731-01-3327",238041
33,"084-76-7037",301731
34,"667-88-5438",186494
35,"775-26-1206",486073
36,"723-13-7731",805165
37,"377-16-0536",684005
38,"588-25-0202",144714
39,"573-50-0347",636782
40,"801-64-4471",415821
41,"354-16-2062",305083
42,"837-86-6353",965509
43,"471-02-2438",329191
44,"745-84-5503",340032
45,"542-35-2342",101093
46,"161-78-0226",626590
47,"100-74-7353",278266
48,"821-51-0773",943037
49,"500-88-5554",406309
50,"362-64-7780",822783
51,"671-68-5564",341773
52,"060-11-2111",627653
53,"682-81-7633",656800
54,"710-87-8515",508887
55,"804-18-1012",807761
56,"117-77-0065",552414
